"cas_number","dtxsid","preferred_name","mw_g_mol"
"65186-01-8","DTXSID30880453","4-(1-Ethyldodecyl)benzenesulfonic acid",354.55
"107514-80-7","DTXSID80860447","4-(Pentadecan-3-yl)benzene-1-sulfonic acid",368.58
"16722-32-0","DTXSID0066111","4-Hexadecylbenzenesulfonic acid",382.6
"20256-56-8","DTXSID0048004","Dialkyl dimethyl ammonium compound C10:C10 (DADMAC C10:C10)",326.632
"107-64-2","DTXSID8026771","Dimethyldioctadecylammonium chloride",586.52
"121734-15-4","DTXSID30153351","Dodecyl benzenesulfonate",326.5
"6899-10-1","DTXSID3047978","N,N,N-Trimethyl-1-hexadecanaminium",284.551
"4292-10-8","DTXSID4041282","Amidopropylalkyl carboxymethyl dimethyl ammonium compound C12 (apAcMDMAC C12)",342.524
"142-54-1","DTXSID00861815","N-(2-Hydroxypropyl)dodecanamide",257.418
"120-40-1","DTXSID5025491","N,N-Bis(2-hydroxyethyl)dodecanamide",287.444
"1120-24-7","DTXSID1049566","Decyldimethylamine",185.355
"112-18-5","DTXSID1026906","N,N-Dimethyldodecan-1-amine",213.409
"1643-20-5","DTXSID1020514","N,N-Dimethyldodecylamine-N-oxide",229.408
"3984-14-3","DTXSID3074735","N,N-Dimethylsulfamide",124.16
"112-75-4","DTXSID4026927","Dimethyl(tetradecyl)amine",241.463
"3332-27-2","DTXSID2029660","N,N-Dimethyl-1-tetradecanamine N-oxide",257.462
"5274-68-0","DTXSID3063752","Tetraethylene glycol monododecyl ether",362.551
"102-06-7","DTXSID3025178","1,3-Diphenylguanidine",211.268
"248-580-6",NA,NA,NA
"72733-80-3","DTXSID80447656","2-Benzothiazolesulfinicacid",199.24
"996-315-4",NA,NA,NA
"18559-94-9","DTXSID5021255","Salbutamol",239.315
"13351-73-0","DTXSID40158150","1H-Benzotriazole, 1-methyl-",133.154
"88-97-1","DTXSID0058980","2-(Aminocarbonyl)-benzoic acid",165.148
"64665-57-2","DTXSID4028125","Sodium tolyltriazole",NA
"950782-86-2","DTXSID0058223","Indaziflam",301.369
"946578-00-3","DTXSID0074687","Sulfoxaflor",277.27
"89482-17-7","DTXSID20904096","erythro-Triadimenol",295.77
"65600-61-5","DTXSID30701179","Sodium 2,3,3-trichloroprop-2-ene-1-sulfonate",247.45
"7790-94-5","DTXSID1029706","Chlorosulfuric acid",116.52
"205650-69-7","DTXSID60873419","Fipronil amide",455.16
"1174758-89-4","DTXSID901032396","N-[4-Hydroxy-3-(trifluoromethyl)phenyl]-N′-methylurea",234.178
"2327-06-2",NA,NA,NA
"104673-29-2","DTXSID301019328","Chitosan, N-(2-hydroxypropyl)",NA
"7104-58-7","DTXSID70542947","1-(4-Chlorophenyl)-1H-benzimidazol-5-amine",243.69
"67098-95-5",NA,NA,NA
"72748-35-7","DTXSID801024817","rel-(1R,3R)-3-(2-Chloro-3,3,3-trifluoro-1-propen-1-yl)-2,2-dimethylcyclopropanecarboxylic acid",242.62
"133855988",NA,NA,NA
"95147","DTXSID3095147","Soybean oil, sulfated, sodium salt",NA
"85687",NA,NA,NA
"29385431",NA,NA,NA
"85405",NA,NA,NA
"335762","DTXSID40335762","N-cyclobutyl-N-methyl-benzamide",189.258
"1672588",NA,NA,NA
"18559949",NA,NA,NA
"131577",NA,NA,NA
"42542109",NA,NA,NA
"3567622",NA,NA,NA
"2327028",NA,NA,NA
"23950585",NA,NA,NA
"2599113",NA,NA,NA
"5746861",NA,NA,NA
"10172608",NA,NA,NA
"838857","DTXSID70838857","(Acetyloxy)(diphenyl)germane",286.894
"78400",NA,NA,NA
"115866",NA,NA,NA
"375735","DTXSID50375735","2-benzoylhexanenitrile",201.269
"2058948",NA,NA,NA
"27503817",NA,NA,NA
"2163680",NA,NA,NA
"6190654",NA,NA,NA
"25057890",NA,NA,NA
